year,fips,mean_une,qt_bartik_sa,statecode,date,constant,infl_reg,rp,u_sum_10,rp_sum_10,u_sum_20,rp_sum_20,u_sum_30,rp_sum_30,u_sum_40,rp_sum_40,u_sum_20_90,rp_sum_20_90,u_sum_20_95,rp_sum_20_95,infl_reg_sign,infl_reg_time_agg,d20_qt_bartik_sa,L4_d20_qt_bartik_sa,L4_rp,L4_mean_une,u_sum_var
2000,41,5.1333332,353.68704,Oregon,2000q4,1,4.1069474,118.2485,73.242966,1255.8065,133.27728,2291.9204,174.30228,3228.7988,246.26456,4079.4282,60.837189,1068.6586,91.731125,1586.0961,-4.1069474,-1.0267369,.5484314,1.092041,117.59506,5.1999998,246.26456
2001,41,5.4333334,353.45657,Oregon,2001q1,1,4.0401936,118.73016,76.273827,1258.7225,133.85501,2295.1287,175.90767,3231.1318,250.01132,4082.6709,62.549683,1070.8011,93.091385,1588.7136,-4.0401936,-1.0100484,.1987915,1.0749512,117.48106,5,250.01132
2001,41,6,352.97021,Oregon,2001q2,1,4.1189194,118.68496,78.700668,1260.7932,134.05376,2297.3438,178.65633,3233.8042,253.35907,4084.9961,64.106964,1072.567,94.171608,1590.7256,-4.1189194,-1.0297298,-.29220581,.96591187,117.53587,5.0666666,253.35907
2001,41,6.6999998,352.47116,Oregon,2001q3,1,3.9290931,119.17555,80.368622,1262.9489,133.70943,2299.6299,182.51239,3236.8923,256.19058,4087.4609,65.211708,1074.5791,94.724136,1592.8921,-3.9290931,-.98227328,-.82757568,.7131958,118.37112,5.1999998,256.19058
2001,41,7.5999999,351.88809,Oregon,2001q4,1,4.9950471,120.10059,81.105179,1264.4854,132.59999,2301.3242,186.36606,3238.9829,258.16522,4089.1653,65.653305,1076.2524,94.545021,1594.6041,-4.9950471,-1.2487618,-1.5429382,.5484314,118.2485,5.1333332,258.16522
2002,41,7.9000001,351.40808,Oregon,2002q1,1,4.8399858,120.66417,80.759201,1265.4579,130.37941,2301.9854,189.00436,3240.2163,259.11697,4089.8193,65.115616,1077.0662,93.325462,1595.3815,-4.8399858,-1.2099965,-2.1684875,.1987915,118.73016,5.4333334,259.11697
2002,41,7.4666667,351.15543,Oregon,2002q2,1,4.3820133,120.62461,79.805252,1265.5865,127.83337,2302.1497,191.02109,3240.6755,259.66373,4090.1558,64.184845,1077.3544,91.725906,1595.6357,-4.3820133,-1.0955033,-2.4994507,-.29220581,118.68496,6,259.66373
2002,41,7.2333331,350.88135,Oregon,2002q3,1,3.9521861,121.40172,78.857323,1266.106,125.91745,2303.1567,193.47124,3241.1577,260.56458,4091.1172,63.664551,1077.8373,90.593925,1596.2957,-3.9521861,-.98804653,-2.8227844,-.82757568,119.17555,6.6999998,260.56458
2002,41,7.4333334,350.61887,Oregon,2002q4,1,2.4816689,121.11422,77.984772,1265.6323,124.27238,2302.7393,196.03391,3241.1938,261.64331,4091.0142,63.353817,1077.4141,89.67186,1595.8882,-2.4816689,-.62041724,-3.209198,-1.5429382,120.10059,7.5999999,261.64331
2003,41,8,350.32196,Oregon,2003q1,1,2.7275038,120.52679,76.810959,1265.7206,122.35413,2302.5461,198.27246,3241.8374,262.37485,4091.103,62.778217,1077.2537,88.466843,1595.734,-2.7275038,-.68187594,-3.7662964,-2.1684875,120.66417,7.9000001,262.37485
2003,41,8.3999996,349.94809,Oregon,2003q2,1,3.1750124,120.91882,74.781578,1266.5785,120.14402,2302.51,199.71471,3243.0747,262.29602,4092.0173,61.553631,1077.6637,86.733353,1596.0001,-3.1750124,-.79375309,-4.070282,-2.4994507,120.62461,7.4666667,262.29602
2003,41,8.2666664,349.62689,Oregon,2003q3,1,3.3105354,121.26952,71.935768,1267.2521,118.43454,2302.2166,200.37296,3243.7864,261.54483,4092.9121,59.886307,1077.7047,84.893875,1595.9285,-3.3105354,-.82763386,-4.3348999,-2.8227844,121.40172,7.2333331,261.54483
2003,41,7.9000001,349.63391,Oregon,2003q4,1,2.8041842,120.8403,69.105453,1266.9828,118.42374,2302.4531,201.0246,3243.6392,260.76462,4093.3364,58.416931,1077.4922,83.790993,1595.8726,-2.8041842,-.70104605,-4.4785461,-3.209198,121.11422,7.4333334,260.76462
2004,41,7.6666665,349.65454,Oregon,2004q1,1,2.7677886,120.86063,66.647049,1267.1471,120.60984,2303.5037,202.07787,3244.0015,260.25772,4094.3289,57.463223,1077.7893,83.816658,1596.4315,-2.7677886,-.69194716,-4.4892273,-3.7662964,120.52679,8,260.25772
2004,41,7.4000001,349.71066,Oregon,2004q2,1,2.4692643,120.69968,64.339226,1267.161,123.78986,2303.9558,203.18018,3244.0254,259.78067,4095.5437,56.772198,1078.0092,84.411919,1596.7402,-2.4692643,-.61731607,-4.1217041,-4.070282,120.91882,8.3999996,259.78067
2004,41,7.1999998,349.59546,Oregon,2004q3,1,2.0724616,121.09231,62.066425,1267.209,126.88964,2304.637,204.41504,3244.0667,259.38977,4096.8472,56.243984,1078.4419,85.151901,1597.2618,-2.0724616,-.5181154,-4.2069397,-4.3348999,121.26952,8.2666664,259.38977
2004,41,6.8666668,349.57059,Oregon,2004q4,1,2.5653117,120.77794,59.972691,1266.9342,129.84108,2304.688,205.74117,3243.981,258.92941,4097.7695,55.822544,1078.4504,85.974098,1597.2924,-2.5653117,-.64132792,-4.3807373,-4.4785461,120.8403,7.9000001,258.92941
2005,41,6.4000001,349.7373,Oregon,2005q1,1,2.5742204,121.16407,58.435673,1267.8596,133.13176,2305.0332,207.3187,3244.8569,258.51114,4099.5713,55.720604,1078.8055,87.178459,1597.6449,-2.5742204,-.6435551,-4.3498535,-4.4892273,120.86063,7.6666665,258.51114
2005,41,6.2333331,349.6438,Oregon,2005q2,1,3.0109508,120.92836,57.414799,1267.686,136.76347,2305.3611,209.3096,3245.0305,258.47083,4101.2661,56.10154,1078.8262,88.865768,1597.7715,-3.0109508,-.7527377,-4.2779541,-4.1217041,120.69968,7.4000001,258.47083
2005,41,6.1333332,349.52243,Oregon,2005q3,1,3.0744731,121.23392,56.49168,1267.6805,140.43666,2306.281,211.31641,3245.3369,258.53165,4103.3711,56.685669,1079.1631,90.745605,1598.3066,-3.0744731,-.76861829,-4.1953125,-4.2069397,121.09231,7.1999998,258.53165
2005,41,5.8333335,349.63046,Oregon,2005q4,1,4.2054114,121.42755,55.991848,1266.8854,143.97531,2306.8933,213.17322,3245.593,258.44873,4105.251,57.405312,1079.1967,92.710152,1598.5444,-4.2054114,-1.0513529,-4.0565796,-4.3807373,120.77794,6.8666668,258.44873
2006,41,5.4000001,349.74683,Oregon,2006q1,1,4.226737,121.65234,56.814964,1266.041,147.41652,2307.1606,215.05594,3246.0625,258.46732,4107.4985,58.473366,1078.9957,94.902702,1598.5226,-4.226737,-1.0566843,-3.7097473,-4.3498535,121.16407,6.4000001,258.46732
2006,41,5.3000002,349.52942,Oregon,2006q2,1,3.9939084,120.99387,59.832573,1265.9415,151.16663,2306.6365,217.22281,3246.1699,258.99072,4109.8096,60.117287,1078.4384,97.5951,1598.0148,-3.9939084,-.9984771,-3.4407959,-4.2779541,120.92836,6.2333331,258.99072
2006,41,5.3333335,349.40094,Oregon,2006q3,1,3.5701201,120.9967,65.001465,1266.9244,155.08287,2306.8586,219.41393,3247.0891,259.59808,4113.0474,62.059013,1078.5636,100.54639,1598.2106,-3.5701201,-.89253002,-3.0702209,-4.1953125,121.23392,6.1333332,259.59808
2006,41,5.2666669,349.28574,Oregon,2006q4,1,2.3771248,120.85143,71.002838,1267.264,158.7869,2306.7246,221.37161,3248.2722,259.91034,4116.1836,64.147041,1078.6469,103.52235,1598.2588,-2.3771248,-.5942812,-2.602356,-4.0565796,121.42755,5.8333335,259.91034
2007,41,5.0333333,349.13702,Oregon,2007q1,1,2.6414258,120.70937,76.710129,1267.8218,162.43211,2306.5742,223.21916,3249.5168,259.91403,4119.9097,66.516838,1078.8765,106.6534,1598.3909,-2.6414258,-.66035646,-2.2710571,-3.7097473,121.65234,5.4000001,259.91403
2007,41,5.0333333,348.97571,Oregon,2007q2,1,2.9158933,120.79016,82.288719,1268.2631,166.2135,2306.8652,225.02519,3250.9229,259.90817,4124.4937,69.388924,1079.3342,110.13512,1598.811,-2.9158933,-.72897333,-2.179718,-3.4407959,120.99387,5.3000002,259.90817
2007,41,5.3000002,348.77554,Oregon,2007q3,1,4.3524995,121.76944,87.893501,1268.6006,169.92403,2307.7896,226.5289,3252.8706,260.14749,4128.8906,72.563934,1079.8586,113.7523,1599.4802,-4.3524995,-1.0881249,-2.1058044,-3.0702209,120.9967,5.3333335,260.14749
2007,41,5.3666668,348.68045,Oregon,2007q4,1,3.9876599,120.9751,93.104668,1268.3605,173.32091,2307.3789,227.67981,3254.1423,260.29828,4132.1001,75.783264,1079.3004,117.24329,1598.9983,-3.9876599,-.99691498,-1.9384155,-2.602356,120.85143,5.2666669,260.29828
2008,41,5.3000002,348.58466,Oregon,2008q1,1,3.9381199,120.89945,98.120255,1269.3082,176.49391,2307.6482,228.7011,3256.3999,,,79.257858,1079.5455,120.76418,1599.2753,-3.9381199,-.98452997,-1.7373047,-2.2710571,120.70937,5.0333333,
2008,41,5.6666665,348.14676,Oregon,2008q2,1,3.6492186,120.368,102.95239,1270.3333,179.4664,2308.2786,229.52876,3258.8259,,,83.148003,1079.9435,124.40916,1599.7697,-3.6492186,-.91230464,-1.8013306,-2.179718,120.79016,5.0333333,
2008,41,6.8000002,347.79654,Oregon,2008q3,1,3.2567258,120.53844,106.98061,1271.7329,181.77138,2309.9023,229.77251,3262.4155,,,87.014359,1081.0432,127.71658,1601.0469,-3.2567258,-.81418145,-1.8303528,-2.1058044,121.76944,5.3000002,
2008,41,8.7333336,347.34409,Oregon,2008q4,1,4.0463514,121.62289,109.72389,1272.348,182.76404,2311.2161,228.94794,3266.1658,,,90.02269,1082.0529,129.92146,1602.1445,-4.0463514,-1.0115879,-2.2898254,-1.9384155,120.9751,5.3666668,
2009,41,10.966666,346.09756,Oregon,2009q1,1,3.9050012,122.08498,110.57214,1271.9684,181.70477,2311.6067,226.13751,3269.1206,,,91.200882,1081.9935,130.1595,1602.2285,-3.9050012,-.97625029,-3.5569763,-1.7373047,120.89945,5.3000002,
2009,41,11.866667,344.95343,Oregon,2009q2,1,3.4538178,121.36607,108.93191,1270.7262,178.13354,2311.8208,220.74686,3271.4941,,,89.992104,1081.4565,127.95163,1601.9556,-3.4538178,-.86345446,-4.7572327,-1.8013306,120.368,5.6666665,
2009,41,11.4,344.49829,Oregon,2009q3,1,2.9719837,121.44125,106.18513,1270.0184,173.39906,2312.656,213.97359,3275.074,,,87.616539,1081.6428,124.5846,1602.3779,-2.9719837,-.74299592,-5.097168,-1.8303528,120.53844,6.8000002,
2009,41,10.933333,344.33853,Oregon,2009q4,1,2.3319452,121.14752,103.73128,1269.5585,168.76097,2313.429,207.33202,3279.3606,,,85.446915,1081.767,121.3882,1602.7455,-2.3319452,-.5829863,-5.2320557,-2.2898254,121.62289,8.7333336,
2010,41,10.9,344.16415,Oregon,2010q1,1,1.7948647,121.11804,101.60342,1270.1779,164.19298,2315.1799,201.36597,3283.8188,,,83.502075,1082.3313,118.35944,1603.7374,-1.7948647,-.44871616,-5.5731506,-3.5569763,122.08498,10.966666,
2010,41,10.7,344.29483,Oregon,2010q2,1,2.2337921,121.56949,99.397293,1270.4406,159.50343,2317.3025,195.57056,3288.0852,,,81.361946,1083.0394,115.15859,1604.9542,-2.2337921,-.55844802,-5.3489685,-4.7572327,121.36607,11.866667,
2010,41,10.5,344.35352,Oregon,2010q3,1,2.367291,121.99838,97.159889,1270.1195,154.8868,2319.1807,,,,,79.194107,1083.3528,111.96393,1605.8433,-2.367291,-.59182274,-5.1689148,-5.097168,121.44125,11.4,
2010,41,10.166667,344.50006,Oregon,2010q4,1,2.9053662,121.9887,94.770302,1269.6733,150.12564,2320.7197,,,,,76.963043,1083.2358,108.68019,1606.3606,-2.9053662,-.72634155,-5.1304016,-5.2320557,121.14752,10.933333,
2011,41,9.6333332,344.53815,Oregon,2011q1,1,4.0221701,121.79779,92.33152,1269.7301,145.40768,2322.9502,,,,,74.817963,1083.2153,105.46699,1607.207,-4.0221701,-1.0055425,-5.2086792,-5.5731506,121.11804,10.9,
2011,41,9.4333334,344.49329,Oregon,2011q2,1,3.4374211,121.10526,90.195808,1269.8099,141.2626,2325.7241,,,,,73.039314,1083.4535,102.68192,1608.4432,-3.4374211,-.85935527,-5.0361328,-5.3489685,121.56949,10.7,
2011,41,9.4666662,344.6694,Oregon,2011q3,1,3.6388896,121.2095,88.119949,1270.7661,137.25043,2329.5151,,,,,71.281174,1084.5309,99.948814,1610.6,-3.6388896,-.90972239,-4.7315369,-5.1689148,121.99838,10.5,
2011,41,9.1999998,344.82159,Oregon,2011q4,1,3.2069528,120.77628,85.718147,1271.9431,132.83688,2333.0806,,,,,69.242058,1085.5884,96.893402,1612.6912,-3.2069528,-.8017382,-4.4641418,-5.1304016,121.9887,10.166667,
2012,41,9,344.93921,Oregon,2012q1,1,2.3940241,120.578,83.320267,1273.451,128.18462,2337.6226,,,,,67.203751,1087.3197,93.754738,1615.5691,-2.3940241,-.59850603,-4.1978149,-5.2086792,121.79779,9.6333332,
2012,41,8.833333,344.85696,Oregon,2012q2,1,2.9343603,120.94394,80.738434,1275.1799,123.38749,2343.2368,,,,,65.116623,1089.5862,90.529968,1619.1691,-2.9343603,-.73359007,-4.1187439,-5.0361328,121.10526,9.4333334,
2012,41,8.6999998,344.96524,Oregon,2012q3,1,2.8430259,121.81419,77.906975,1277.3016,119.01015,2348.3528,,,,,63.027348,1091.6705,87.442352,1622.4918,-2.8430259,-.71075648,-3.8103027,-4.7315369,121.2095,9.4666662,
2012,41,8.6000004,344.99582,Oregon,2012q4,1,2.3147354,121.38032,75.061012,1278.9243,114.94141,2352.345,,,,,60.886497,1092.9753,84.428177,1624.944,-2.3147354,-.57868385,-3.6846313,-4.4641418,120.77628,9.1999998,
2013,41,8.3666668,345.18228,Oregon,2013q1,1,1.9066725,121.23595,72.196884,1281.2117,,,,,,,,,,,-1.9066725,-.47666812,-3.4023743,-4.1978149,120.578,9,
2013,41,8,345.05307,Oregon,2013q2,1,1.7816687,121.58049,69.207901,1283.7512,,,,,,,,,,,-1.7816687,-.44541717,-3.093689,-4.1187439,120.94394,8.833333,
2013,41,7.5999999,345.0885,Oregon,2013q3,1,1.265485,122.13033,66.287773,1286.7045,,,,,,,,,,,-1.265485,-.31637126,-2.7080383,-3.8103027,121.81419,8.6999998,
2013,41,7.3666668,345.22571,Oregon,2013q4,1,1.6010622,121.94239,63.832634,1289.4955,,,,,,,,,,,-1.6010622,-.40026554,-2.1183777,-3.6846313,121.38032,8.6000004,
2014,41,7.2333331,345.51248,Oregon,2014q1,1,2.2460699,122.13683,61.558247,1292.8245,,,,,,,,,,,-2.2460699,-.56151748,-.58508301,-3.4023743,121.23595,8.3666668,
2014,41,6.9333334,345.38293,Oregon,2014q2,1,3.7858756,122.48667,59.033802,1295.8154,,,,,,,,,,,-3.7858756,-.94646889,.42950439,-3.093689,121.58049,8,
2014,41,6.6666665,345.45578,Oregon,2014q3,1,3.4239295,122.35558,56.274414,1299.0392,,,,,,,,,,,-3.4239295,-.85598236,.95748901,-2.7080383,122.13033,7.5999999,
2014,41,6.2666669,345.60144,Oregon,2014q4,1,2.1240568,122.36177,53.424904,1303.3413,,,,,,,,,,,-2.1240568,-.5310142,1.2629089,-2.1183777,121.94239,7.3666668,
2015,41,5.8333335,345.95947,Oregon,2015q1,1,1.9712672,123.18542,51.282261,1307.4758,,,,,,,,,,,-1.9712672,-.49281681,1.7953186,-.58508301,122.13683,7.2333331,
2015,41,5.6999998,345.74118,Oregon,2015q2,1,1.9209819,123.58186,49.796844,1310.4923,,,,,,,,,,,-1.9209819,-.48024547,1.4463501,.42950439,122.48667,6.9333334,
2015,41,5.5999999,345.70798,Oregon,2015q3,1,2.5670934,123.81414,,,,,,,,,,,,,-2.5670934,-.64177334,1.3544617,.95748901,122.35558,6.6666665,
2015,41,5.2333331,345.74234,Oregon,2015q4,1,3.2814074,123.90641,,,,,,,,,,,,,-3.2814074,-.82035184,1.2422791,1.2629089,122.36177,6.2666669,
2016,41,4.9333334,346.05997,Oregon,2016q1,1,3.9971397,124.72002,,,,,,,,,,,,,-3.9971397,-.99928492,1.5218201,1.7953186,123.18542,5.8333335,
2016,41,5.0333333,345.79819,Oregon,2016q2,1,3.0748878,125.12198,,,,,,,,,,,,,-3.0748878,-.76872194,1.3049011,1.4463501,123.58186,5.6999998,
2016,41,5,345.70569,Oregon,2016q3,1,2.46889,125.47565,,,,,,,,,,,,,-2.46889,-.61722249,1.0362854,1.3544617,123.81414,5.5999999,
2016,41,4.5999999,345.79739,Oregon,2016q4,1,2.4707279,125.28182,,,,,,,,,,,,,-2.4707279,-.61768198,.97579956,1.2422791,123.90641,5.2333331,
2017,41,4.0333333,346.07297,Oregon,2017q1,1,3.2731462,125.89644,,,,,,,,,,,,,-3.2731462,-.81828654,1.1337585,1.5218201,124.72002,4.9333334,
2017,41,3.6666667,345.85577,Oregon,2017q2,1,4.4906626,126.90671,,,,,,,,,,,,,-4.4906626,-1.1226656,.99880981,1.3049011,125.12198,5.0333333,
2017,41,4.0333333,345.83478,Oregon,2017q3,1,4.5217781,126.67999,,,,,,,,,,,,,-4.5217781,-1.1304445,.86953735,1.0362854,125.47565,5,
2017,41,4.3000002,346.0596,Oregon,2017q4,1,5.2981734,126.31762,,,,,,,,,,,,,-5.2981734,-1.3245434,1.0637817,.97579956,125.28182,4.5999999,
1976,42,8.0666666,389.03519,Pennsylvania,1976q1,1,,,79.393707,,142.88654,,224.75896,,285.04672,,67.688866,,99.40995,,,,,,,,285.04672
1976,42,8.0666666,389.50546,Pennsylvania,1976q2,1,,,78.197304,,142.77946,,226.37671,,284.57217,,67.227615,,99.04261,,,,,,,,284.57217
1976,42,7.8000002,389.79703,Pennsylvania,1976q3,1,,,76.928543,,142.94397,,227.56702,,283.75827,,66.755623,,98.775414,,,,,,,,283.75827
1976,42,7.9000001,389.83188,Pennsylvania,1976q4,1,,,75.916321,,144.06107,,228.74286,,282.91568,,66.628807,,99.073616,,,,,,,,282.91568
1977,42,7.9666667,390.0094,Pennsylvania,1977q1,1,,,74.913437,,145.7973,,229.70621,,281.69592,,66.482162,,99.592941,,,,,,,8.0666666,281.69592
1977,42,7.6999998,390.53091,Pennsylvania,1977q2,1,,,73.983818,,147.97443,,230.36537,,280.28497,,66.318092,,100.28452,,,,,,,8.0666666,280.28497
1977,42,7.5333333,390.76331,Pennsylvania,1977q3,1,,,73.555344,,151.09731,,231.05409,,279.08472,,66.529343,,101.57997,,,,,,,7.8000002,279.08472
1977,42,7.3666668,390.91818,Pennsylvania,1977q4,1,,,74.104836,,155.18341,,231.81941,,277.95132,,67.062729,,103.45364,,,,,,,7.9000001,277.95132
1978,42,7.1999998,391.21539,Pennsylvania,1978q1,1,5.7819681,99.943153,75.220131,1062.0231,159.67001,1984.8676,232.56357,2880.7842,276.8634,,67.868919,912.61896,105.68501,1364.3024,-5.7819681,-1.445492,,,,7.9666667,276.8634
1978,42,6.9000001,392.00546,Pennsylvania,1978q2,1,7.6107917,99.778557,76.032684,1066.1921,163.82498,1996.0427,233.28635,2897.8728,275.79898,,68.868835,916.65997,107.97027,1371.2621,-7.6107917,-1.9026979,,,,7.6999998,275.79898
1978,42,6.8000002,392.29279,Pennsylvania,1978q3,1,8.8958273,100.28744,77.005768,1071.0803,167.53433,2007.5149,234.19618,2916.3948,274.96002,,70.195656,921.33563,110.34503,1378.7692,-8.8958273,-2.2239568,,,,7.5333333,274.96002
1978,42,6.8000002,392.49127,Pennsylvania,1978q4,1,9.2366199,100.83424,78.210266,1075.6052,170.64601,2019.4169,234.99428,2935.1772,274.07974,,71.671585,926.08862,112.62743,1386.4991,-9.2366199,-2.309155,,,,7.3666668,274.07974
1979,42,6.7333331,392.8215,Pennsylvania,1979q1,1,9.6299515,100.76434,79.728394,1080.6354,173.29843,2031.5225,235.43063,2953.5647,273.01227,,73.238579,930.85632,114.81486,1394.3385,-9.6299515,-2.4074879,,,99.943153,7.1999998,273.01227
1979,42,6.7333331,392.89694,Pennsylvania,1979q2,1,8.958868,100.74418,82.08284,1086.8832,175.71779,2043.9398,235.61816,2972.2886,272.00125,,75.005112,936.24921,117.04419,1402.7163,-8.958868,-2.239717,,,99.778557,6.9000001,272.00125
1979,42,6.8666668,392.79767,Pennsylvania,1979q3,1,10.002007,101.92736,85.244873,1093.8936,178.02525,2056.9976,235.51172,,271.11386,,76.947685,942.33722,119.33112,1411.7727,-10.002007,-2.5005019,,,100.28744,6.8000002,271.11386
1979,42,7.0333333,392.69034,Pennsylvania,1979q4,1,10.776445,102.3884,88.846794,1100.1029,179.94872,2070.623,235.14624,,270.26123,,78.917404,948.02948,121.47858,1420.7756,-10.776445,-2.6941113,,,100.83424,6.8000002,270.26123
1980,42,7.3000002,392.71991,Pennsylvania,1980q1,1,11.928061,102.79807,93.040253,1107.4886,181.45064,2085.1411,234.55939,,269.29846,,80.88028,954.02344,123.44411,1430.302,-11.928061,-2.9820154,,,100.76434,6.7333331,269.29846
1980,42,8.1999998,391.9158,Pennsylvania,1980q2,1,12.697974,103.36855,97.8508,1115.4882,182.58929,2099.8879,233.59863,,268.12366,,82.748741,960.30188,125.18459,1440.1156,-12.697974,-3.1744936,,,100.74418,6.7333331,268.12366
1980,42,8.6333332,391.29404,Pennsylvania,1980q3,1,12.368445,103.81334,102.01187,1124.2279,182.61227,2114.8677,231.59578,,266.25073,,83.792397,966.74219,125.97371,1450.1346,-12.368445,-3.0921113,,,101.92736,6.8666668,266.25073
1980,42,8.1000004,391.70352,Pennsylvania,1980q4,1,11.833458,104.37423,105.17434,1132.5353,181.97968,2129.7136,228.98709,,264.32266,,84.438103,973.42822,126.25264,1460.285,-11.833458,-2.9583645,,,102.3884,7.0333333,264.32266
1981,42,7.9333334,391.79337,Pennsylvania,1981q1,1,11.040962,104.93908,108.03323,1140.3804,181.74306,2145.3538,226.81679,,263.3598,,85.727875,980.414,127.04789,1470.9097,-11.040962,-2.7602406,2.7581787,,102.79807,7.3000002,263.3598
1981,42,8.0666666,391.70038,Pennsylvania,1981q2,1,10.206617,105.05119,110.27542,1148.6498,181.42706,2161.2312,224.64494,,262.77853,,87.309662,987.64484,127.95288,1481.7841,-10.206617,-2.5516543,2.1949158,,103.36855,8.1999998,262.77853
1981,42,8.3999996,391.94473,Pennsylvania,1981q3,1,10.336634,106.16991,111.86294,1157.5922,180.56419,2177.1196,222.1192,,262.03433,,88.858276,995.54932,128.58592,1493.0966,-10.336634,-2.5841584,2.1477051,,103.81334,8.6333332,262.03433
1981,42,9.2333336,391.50186,Pennsylvania,1981q4,1,10.027299,107.38227,112.76804,1165.6261,179.00156,2192.127,219.23134,,261.12445,,90.15593,1003.102,128.74608,1503.8658,-10.027299,-2.5068247,1.6699829,,104.37423,8.1000004,261.12445
1982,42,10.1,390.75092,Pennsylvania,1982q1,1,9.1412687,108.13285,112.68982,1173.063,176.25417,,215.62044,,259.54193,,90.623199,,127.89404,,-9.1412687,-2.2853172,.74151611,2.7581787,104.93908,7.9333334,259.54193
1982,42,10.7,390.05539,Pennsylvania,1982q2,1,9.0244198,108.49049,111.4339,1181.6211,172.46727,,211.29489,,257.11261,,90.159149,,126.02517,,-9.0244198,-2.2561049,-.4755249,2.1949158,105.05119,8.0666666,257.11261
1982,42,11.5,389.3981,Pennsylvania,1982q3,1,7.9788594,110.23693,109.25777,1191.2539,167.98158,,206.39359,,254.03043,,88.968781,,123.40242,,-7.9788594,-1.9947149,-1.3652039,2.1477051,106.16991,8.3999996,254.03043
1982,42,12.433333,388.56992,Pennsylvania,1982q4,1,7.7787895,111.2905,106.13103,1199.7682,162.53342,,200.70865,,249.93065,,86.741043,,119.75174,,-7.7787895,-1.9446974,-2.3482666,1.6699829,107.38227,9.2333336,249.93065
1983,42,12.666667,388.38947,Pennsylvania,1983q1,1,8.2240591,112.65694,101.78875,1208.0344,155.95116,,194.27007,,244.66823,,83.208481,,114.86673,,-8.2240591,-2.0560148,-2.8259277,.74151611,108.13285,10.1,244.66823
1983,42,12,388.63602,Pennsylvania,1983q2,1,6.8752356,112.578,96.925766,1215.1851,148.90315,,187.97467,,239.02786,,78.999832,,109.40728,,-6.8752356,-1.7188089,-3.3694458,-.4755249,108.49049,10.7,239.02786
1983,42,11.033334,389.09329,Pennsylvania,1983q3,1,5.5303617,112.60036,92.536308,1223.8269,142.37553,,182.78214,,233.95927,,75.052132,,104.3264,,-5.5303617,-1.3825904,-3.1994934,-1.3652039,110.23693,11.5,233.95927
1983,42,10.133333,389.5368,Pennsylvania,1983q4,1,4.6120477,113.61294,88.807648,1233.2518,136.59483,,178.76015,,229.65981,,71.715569,,99.923973,,-4.6120477,-1.1530119,-2.9544678,-2.3482666,111.2905,12.433333,229.65981
1984,42,9.5333338,390.02994,Pennsylvania,1984q1,1,4.2889676,114.38982,85.498215,1241.7092,131.44673,,175.58202,,226.11455,,68.975861,,96.141586,,-4.2889676,-1.0722419,-2.7915649,-2.8259277,112.65694,12.666667,226.11455
1984,42,9.1333332,390.3089,Pennsylvania,1984q2,1,4.8159547,114.53513,82.369522,1249.5653,126.85272,,173.17506,,223.02803,,66.598404,,92.791733,,-4.8159547,-1.2039887,-2.5880432,-3.3694458,112.578,12,223.02803
1984,42,8.9666662,390.41467,Pennsylvania,1984q3,1,4.8849459,115.13922,79.251511,,122.77988,,171.34509,,220.18054,,64.425537,,89.758293,,-4.8849459,-1.2212365,-2.3829956,-3.1994934,112.60036,11.033334,220.18054
1984,42,8.6333332,390.28378,Pennsylvania,1984q4,1,4.5034642,117.13413,76.119621,,119.05238,,169.71431,,217.2943,,62.228848,,86.836258,,-4.5034642,-1.1258661,-2.4065552,-2.9544678,113.61294,10.133333,217.2943
1985,42,8.3000002,390.21567,Pennsylvania,1985q1,1,4.2351375,118.62656,73.232506,,115.70571,,168.37906,,214.64867,,60.170612,,84.147141,,-4.2351375,-1.0587844,-2.5042419,-2.7915649,114.38982,9.5333338,214.64867
1985,42,8.166667,390.02707,Pennsylvania,1985q2,1,3.979023,119.2326,70.532349,,112.74374,,167.16982,,212.35767,,58.266216,,81.703224,,-3.979023,-.99475574,-1.8887329,-2.5880432,114.53513,9.1333332,212.35767
1985,42,7.9000001,389.80331,Pennsylvania,1985q3,1,4.2474256,120.03992,67.788857,,110.15915,,165.88576,,210.20045,,56.338894,,79.390518,,-4.2474256,-1.0618564,-1.4907227,-2.3829956,115.13922,8.9666662,210.20045
1985,42,7.6333332,389.70773,Pennsylvania,1985q4,1,4.1568871,120.24028,65.106148,,108.30857,,164.75949,,208.2908,,54.566662,,77.451897,,-4.1568871,-1.0392218,-1.9957886,-2.4065552,117.13413,8.6333332,208.2908
1986,42,7.4666667,389.68427,Pennsylvania,1986q1,1,4.2371197,121.72112,62.575264,,107.25394,,163.8419,,206.60899,,52.974865,,75.930931,,-4.2371197,-1.0592799,-2.1091003,-2.5042419,118.62656,8.3000002,206.60899
1986,42,7.1666665,389.44058,Pennsylvania,1986q2,1,4.9031353,122.51538,60.006275,,106.62962,,162.91077,,204.85548,,51.431908,,74.62484,,-4.9031353,-1.2257838,-2.2597961,-1.8887329,119.2326,8.166667,204.85548
1986,42,6.6666665,389.17392,Pennsylvania,1986q3,1,4.527514,122.47141,57.473209,,106.27476,,162.14996,,203.18661,,50.046795,,73.553856,,-4.527514,-1.1318785,-2.770813,-1.4907227,120.03992,7.9000001,203.18661
